updateDate,symbol,code,code_name,industry,industryClassification
2026-06-22,SH600938,sh.600938,中国海油,B07石油和天然气开采业,证监会行业分类
2026-06-22,SH600939,sh.600939,重庆建工,E47房屋建筑业,证监会行业分类
2026-06-22,SH600941,sh.600941,中国移动,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH600955,sh.600955,维远股份,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH600956,sh.600956,新天绿能,D45燃气生产和供应业,证监会行业分类
2026-06-22,SH600958,sh.600958,东方证券,J67资本市场服务,证监会行业分类
2026-06-22,SH600959,sh.600959,江苏有线,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH600960,sh.600960,渤海汽车,C36汽车制造业,证监会行业分类
2026-06-22,SH600961,sh.600961,株冶集团,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH600962,sh.600962,国投中鲁,C15酒、饮料和精制茶制造业,证监会行业分类
2026-06-22,SH600963,sh.600963,岳阳林纸,C22造纸和纸制品业,证监会行业分类
2026-06-22,SH600965,sh.600965,*ST福成,C13农副食品加工业,证监会行业分类
2026-06-22,SH600966,sh.600966,博汇纸业,C22造纸和纸制品业,证监会行业分类
2026-06-22,SH600967,sh.600967,内蒙一机,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2026-06-22,SH600968,sh.600968,海油发展,B11开采专业及辅助性活动,证监会行业分类
2026-06-22,SH600969,sh.600969,郴电国际,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH600970,sh.600970,中材国际,E48土木工程建筑业,证监会行业分类
2026-06-22,SH600971,sh.600971,恒源煤电,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH600973,sh.600973,宝胜股份,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH600975,sh.600975,新五丰,A03畜牧业,证监会行业分类
2026-06-22,SH600976,sh.600976,健民集团,F51批发业,证监会行业分类
2026-06-22,SH600977,sh.600977,中国电影,R87广播、电视、电影和录音制作业,证监会行业分类
2026-06-22,SH600978,sh.600978,*ST宜生,,证监会行业分类
2026-06-22,SH600979,sh.600979,广安爱众,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH600980,sh.600980,北矿科技,C35专用设备制造业,证监会行业分类
2026-06-22,SH600981,sh.600981,苏豪汇鸿,F51批发业,证监会行业分类
2026-06-22,SH600982,sh.600982,宁波能源,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH600983,sh.600983,惠而浦,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH600984,sh.600984,建设机械,L71租赁业,证监会行业分类
2026-06-22,SH600985,sh.600985,淮北矿业,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH600986,sh.600986,浙文互联,I64互联网和相关服务,证监会行业分类
2026-06-22,SH600987,sh.600987,航民股份,C17纺织业,证监会行业分类
2026-06-22,SH600988,sh.600988,赤峰黄金,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH600989,sh.600989,宝丰能源,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH600990,sh.600990,四创电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH600991,sh.600991,广汽长丰,,证监会行业分类
2026-06-22,SH600992,sh.600992,贵绳股份,C33金属制品业,证监会行业分类
2026-06-22,SH600993,sh.600993,马应龙,C27医药制造业,证监会行业分类
2026-06-22,SH600995,sh.600995,南网储能,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH600996,sh.600996,贵广网络,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH600997,sh.600997,开滦股份,C25石油、煤炭及其他燃料加工业,证监会行业分类
2026-06-22,SH600998,sh.600998,九州通,F51批发业,证监会行业分类
2026-06-22,SH600999,sh.600999,招商证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601000,sh.601000,唐山港,G55水上运输业,证监会行业分类
2026-06-22,SH601001,sh.601001,晋控煤业,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601002,sh.601002,晋亿实业,C34通用设备制造业,证监会行业分类
2026-06-22,SH601003,sh.601003,柳钢股份,C31黑色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601005,sh.601005,重庆钢铁,C31黑色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601006,sh.601006,大秦铁路,G53铁路运输业,证监会行业分类
2026-06-22,SH601007,sh.601007,金陵饭店,H61住宿业,证监会行业分类
2026-06-22,SH601008,sh.601008,连云港,G55水上运输业,证监会行业分类
2026-06-22,SH601009,sh.601009,南京银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601010,sh.601010,ST文峰,F52零售业,证监会行业分类
2026-06-22,SH601011,sh.601011,宝泰隆,C25石油、煤炭及其他燃料加工业,证监会行业分类
2026-06-22,SH601012,sh.601012,隆基绿能,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601015,sh.601015,陕西黑猫,C25石油、煤炭及其他燃料加工业,证监会行业分类
2026-06-22,SH601016,sh.601016,节能风电,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH601018,sh.601018,宁波港,G55水上运输业,证监会行业分类
2026-06-22,SH601019,sh.601019,山东出版,R86新闻和出版业,证监会行业分类
2026-06-22,SH601020,sh.601020,华钰矿业,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH601021,sh.601021,春秋航空,G56航空运输业,证监会行业分类
2026-06-22,SH601022,sh.601022,宁波远洋,G55水上运输业,证监会行业分类
2026-06-22,SH601026,sh.601026,道生天合,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601028,sh.601028,玉龙股份,,证监会行业分类
2026-06-22,SH601033,sh.601033,永兴股份,N77生态保护和环境治理业,证监会行业分类
2026-06-22,SH601038,sh.601038,一拖股份,C35专用设备制造业,证监会行业分类
2026-06-22,SH601058,sh.601058,赛轮轮胎,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH601059,sh.601059,信达证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601061,sh.601061,中信金属,F51批发业,证监会行业分类
2026-06-22,SH601065,sh.601065,江盐集团,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601066,sh.601066,中信建投,J67资本市场服务,证监会行业分类
2026-06-22,SH601068,sh.601068,中铝国际,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601069,sh.601069,西部黄金,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH601077,sh.601077,渝农商行,J66货币金融服务,证监会行业分类
2026-06-22,SH601083,sh.601083,锦江航运,G55水上运输业,证监会行业分类
2026-06-22,SH601086,sh.601086,国芳集团,F52零售业,证监会行业分类
2026-06-22,SH601088,sh.601088,中国神华,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601089,sh.601089,福元医药,C27医药制造业,证监会行业分类
2026-06-22,SH601096,sh.601096,宏盛华源,C33金属制品业,证监会行业分类
2026-06-22,SH601098,sh.601098,中南传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH601099,sh.601099,太平洋,J67资本市场服务,证监会行业分类
2026-06-22,SH601100,sh.601100,恒立液压,C34通用设备制造业,证监会行业分类
2026-06-22,SH601101,sh.601101,昊华能源,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601106,sh.601106,中国一重,C35专用设备制造业,证监会行业分类
2026-06-22,SH601107,sh.601107,四川成渝,G54道路运输业,证监会行业分类
2026-06-22,SH601108,sh.601108,财通证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601111,sh.601111,中国国航,G56航空运输业,证监会行业分类
2026-06-22,SH601112,sh.601112,振石股份,C30非金属矿物制品业,证监会行业分类
2026-06-22,SH601113,sh.601113,华鼎股份,F52零售业,证监会行业分类
2026-06-22,SH601116,sh.601116,三江购物,F52零售业,证监会行业分类
2026-06-22,SH601117,sh.601117,中国化学,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601118,sh.601118,海南橡胶,A01农业,证监会行业分类
2026-06-22,SH601121,sh.601121,宝地矿业,B08黑色金属矿采选业,证监会行业分类
2026-06-22,SH601126,sh.601126,四方股份,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601127,sh.601127,赛力斯,C36汽车制造业,证监会行业分类
2026-06-22,SH601128,sh.601128,常熟银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601133,sh.601133,柏诚股份,E49建筑安装业,证监会行业分类
2026-06-22,SH601136,sh.601136,首创证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601137,sh.601137,博威合金,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601138,sh.601138,工业富联,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH601139,sh.601139,深圳燃气,D45燃气生产和供应业,证监会行业分类
2026-06-22,SH601155,sh.601155,新城控股,K70房地产业,证监会行业分类
2026-06-22,SH601156,sh.601156,东航物流,G56航空运输业,证监会行业分类
2026-06-22,SH601158,sh.601158,重庆水务,D46水的生产和供应业,证监会行业分类
2026-06-22,SH601162,sh.601162,天风证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601163,sh.601163,三角轮胎,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH601166,sh.601166,兴业银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601168,sh.601168,西部矿业,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH601169,sh.601169,北京银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601177,sh.601177,杭齿前进,C34通用设备制造业,证监会行业分类
2026-06-22,SH601179,sh.601179,中国西电,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601186,sh.601186,中国铁建,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601187,sh.601187,厦门银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601188,sh.601188,龙江交通,G54道路运输业,证监会行业分类
2026-06-22,SH601198,sh.601198,东兴证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601199,sh.601199,江南水务,D46水的生产和供应业,证监会行业分类
2026-06-22,SH601200,sh.601200,上海环境,N77生态保护和环境治理业,证监会行业分类
2026-06-22,SH601208,sh.601208,东材科技,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601211,sh.601211,国泰海通,J67资本市场服务,证监会行业分类
2026-06-22,SH601212,sh.601212,白银有色,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601216,sh.601216,君正集团,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601218,sh.601218,吉鑫科技,C33金属制品业,证监会行业分类
2026-06-22,SH601222,sh.601222,林洋能源,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601225,sh.601225,陕西煤业,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601226,sh.601226,华电科工,M74专业技术服务业,证监会行业分类
2026-06-22,SH601228,sh.601228,广州港,G55水上运输业,证监会行业分类
2026-06-22,SH601229,sh.601229,上海银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601231,sh.601231,环旭电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH601233,sh.601233,桐昆股份,C28化学纤维制造业,证监会行业分类
2026-06-22,SH601236,sh.601236,红塔证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601238,sh.601238,广汽集团,C36汽车制造业,证监会行业分类
2026-06-22,SH601258,sh.601258,*ST庞大,,证监会行业分类
2026-06-22,SH601268,sh.601268,*ST二重,,证监会行业分类
2026-06-22,SH601279,sh.601279,英利汽车,C36汽车制造业,证监会行业分类
2026-06-22,SH601288,sh.601288,农业银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601298,sh.601298,青岛港,G55水上运输业,证监会行业分类
2026-06-22,SH601299,sh.601299,中国北车,,证监会行业分类
2026-06-22,SH601311,sh.601311,骆驼股份,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601318,sh.601318,中国平安,J68保险业,证监会行业分类
2026-06-22,SH601319,sh.601319,中国人保,J68保险业,证监会行业分类
2026-06-22,SH601326,sh.601326,秦港股份,G55水上运输业,证监会行业分类
2026-06-22,SH601328,sh.601328,交通银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601330,sh.601330,绿色动力,N77生态保护和环境治理业,证监会行业分类
2026-06-22,SH601333,sh.601333,广深铁路,G53铁路运输业,证监会行业分类
2026-06-22,SH601336,sh.601336,新华保险,J68保险业,证监会行业分类
2026-06-22,SH601339,sh.601339,百隆东方,C17纺织业,证监会行业分类
2026-06-22,SH601360,sh.601360,三六零,I64互联网和相关服务,证监会行业分类
2026-06-22,SH601366,sh.601366,利群股份,F52零售业,证监会行业分类
2026-06-22,SH601368,sh.601368,绿城水务,D46水的生产和供应业,证监会行业分类
2026-06-22,SH601369,sh.601369,陕鼓动力,C34通用设备制造业,证监会行业分类
2026-06-22,SH601375,sh.601375,中原证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601377,sh.601377,兴业证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601388,sh.601388,怡球资源,C42废弃资源综合利用业,证监会行业分类
2026-06-22,SH601390,sh.601390,中国中铁,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601398,sh.601398,工商银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601399,sh.601399,国机重装,C35专用设备制造业,证监会行业分类
2026-06-22,SH601456,sh.601456,国联民生,J67资本市场服务,证监会行业分类
2026-06-22,SH601500,sh.601500,通用股份,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH601512,sh.601512,中新集团,K70房地产业,证监会行业分类
2026-06-22,SH601515,sh.601515,衢州东峰,C27医药制造业,证监会行业分类
2026-06-22,SH601518,sh.601518,吉林高速,G54道路运输业,证监会行业分类
2026-06-22,SH601519,sh.601519,大智慧,J69其他金融业,证监会行业分类
2026-06-22,SH601528,sh.601528,瑞丰银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601555,sh.601555,东吴证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601558,sh.601558,退市锐电,,证监会行业分类
2026-06-22,SH601566,sh.601566,九牧王,C18纺织服装、服饰业,证监会行业分类
2026-06-22,SH601567,sh.601567,三星电气,C40仪器仪表制造业,证监会行业分类
2026-06-22,SH601568,sh.601568,北元化工,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601577,sh.601577,长沙银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601579,sh.601579,会稽山,C15酒、饮料和精制茶制造业,证监会行业分类
2026-06-22,SH601588,sh.601588,北辰实业,K70房地产业,证监会行业分类
2026-06-22,SH601595,sh.601595,上海电影,R87广播、电视、电影和录音制作业,证监会行业分类
2026-06-22,SH601598,sh.601598,中国外运,G58多式联运和运输代理业,证监会行业分类
2026-06-22,SH601599,sh.601599,浙文影业,C17纺织业,证监会行业分类
2026-06-22,SH601600,sh.601600,中国铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601601,sh.601601,中国太保,J68保险业,证监会行业分类
2026-06-22,SH601606,sh.601606,长城军工,C33金属制品业,证监会行业分类
2026-06-22,SH601607,sh.601607,上海医药,F52零售业,证监会行业分类
2026-06-22,SH601608,sh.601608,中信重工,C35专用设备制造业,证监会行业分类
2026-06-22,SH601609,sh.601609,金田股份,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601611,sh.601611,中国核建,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601615,sh.601615,明阳智能,C34通用设备制造业,证监会行业分类
2026-06-22,SH601616,sh.601616,广电电气,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601618,sh.601618,中国中冶,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601619,sh.601619,嘉泽新能,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH601628,sh.601628,中国人寿,J68保险业,证监会行业分类
2026-06-22,SH601633,sh.601633,长城汽车,C36汽车制造业,证监会行业分类
2026-06-22,SH601636,sh.601636,旗滨集团,C30非金属矿物制品业,证监会行业分类
2026-06-22,SH601658,sh.601658,邮储银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601665,sh.601665,齐鲁银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601666,sh.601666,平煤股份,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601668,sh.601668,中国建筑,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601669,sh.601669,中国电建,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601677,sh.601677,明泰铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601678,sh.601678,滨化股份,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH601686,sh.601686,友发集团,C33金属制品业,证监会行业分类
2026-06-22,SH601688,sh.601688,华泰证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601689,sh.601689,拓普集团,C36汽车制造业,证监会行业分类
2026-06-22,SH601696,sh.601696,中银证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601698,sh.601698,中国卫通,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH601699,sh.601699,潞安环能,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601700,sh.601700,风范股份,C33金属制品业,证监会行业分类
2026-06-22,SH601702,sh.601702,华峰铝业,C32有色金属冶炼和压延加工业,证监会行业分类
2026-06-22,SH601717,sh.601717,中创智领,C35专用设备制造业,证监会行业分类
2026-06-22,SH601718,sh.601718,ST际华,C18纺织服装、服饰业,证监会行业分类
2026-06-22,SH601727,sh.601727,上海电气,C34通用设备制造业,证监会行业分类
2026-06-22,SH601728,sh.601728,中国电信,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH601766,sh.601766,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2026-06-22,SH601777,sh.601777,千里科技,C36汽车制造业,证监会行业分类
2026-06-22,SH601778,sh.601778,晶科科技,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH601788,sh.601788,光大证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601789,sh.601789,宁波建工,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601798,sh.601798,蓝科高新,C35专用设备制造业,证监会行业分类
2026-06-22,SH601799,sh.601799,星宇股份,C36汽车制造业,证监会行业分类
2026-06-22,SH601800,sh.601800,中国交建,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601801,sh.601801,皖新传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH601808,sh.601808,中海油服,B11开采专业及辅助性活动,证监会行业分类
2026-06-22,SH601811,sh.601811,新华文轩,R86新闻和出版业,证监会行业分类
2026-06-22,SH601816,sh.601816,京沪高铁,G53铁路运输业,证监会行业分类
2026-06-22,SH601818,sh.601818,光大银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601825,sh.601825,沪农商行,J66货币金融服务,证监会行业分类
2026-06-22,SH601827,sh.601827,三峰环境,N77生态保护和环境治理业,证监会行业分类
2026-06-22,SH601828,sh.601828,美凯龙,L72商务服务业,证监会行业分类
2026-06-22,SH601838,sh.601838,成都银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601857,sh.601857,中国石油,B07石油和天然气开采业,证监会行业分类
2026-06-22,SH601858,sh.601858,中国科传,R86新闻和出版业,证监会行业分类
2026-06-22,SH601860,sh.601860,紫金银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601865,sh.601865,福莱特,C30非金属矿物制品业,证监会行业分类
2026-06-22,SH601866,sh.601866,中远海发,G55水上运输业,证监会行业分类
2026-06-22,SH601868,sh.601868,中国能建,E48土木工程建筑业,证监会行业分类
2026-06-22,SH601869,sh.601869,长飞光纤,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH601872,sh.601872,招商轮船,G55水上运输业,证监会行业分类
2026-06-22,SH601877,sh.601877,正泰电器,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601878,sh.601878,浙商证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601880,sh.601880,辽港股份,G55水上运输业,证监会行业分类
2026-06-22,SH601881,sh.601881,中国银河,J67资本市场服务,证监会行业分类
2026-06-22,SH601882,sh.601882,海天精工,C34通用设备制造业,证监会行业分类
2026-06-22,SH601886,sh.601886,江河集团,E50建筑装饰、装修和其他建筑业,证监会行业分类
2026-06-22,SH601888,sh.601888,中国中免,L72商务服务业,证监会行业分类
2026-06-22,SH601890,sh.601890,亚星锚链,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2026-06-22,SH601898,sh.601898,中煤能源,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601899,sh.601899,紫金矿业,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH601900,sh.601900,南方传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH601901,sh.601901,方正证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601908,sh.601908,京运通,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH601916,sh.601916,浙商银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601918,sh.601918,新集能源,B06煤炭开采和洗选业,证监会行业分类
2026-06-22,SH601919,sh.601919,中远海控,G55水上运输业,证监会行业分类
2026-06-22,SH601921,sh.601921,浙版传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH601928,sh.601928,凤凰传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH601929,sh.601929,吉视传媒,I63电信、广播电视和卫星传输服务,证监会行业分类
2026-06-22,SH601933,sh.601933,永辉超市,F52零售业,证监会行业分类
2026-06-22,SH601939,sh.601939,建设银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601949,sh.601949,中国出版,R86新闻和出版业,证监会行业分类
2026-06-22,SH601952,sh.601952,苏垦农发,C13农副食品加工业,证监会行业分类
2026-06-22,SH601956,sh.601956,东贝集团,C34通用设备制造业,证监会行业分类
2026-06-22,SH601958,sh.601958,金钼股份,B09有色金属矿采选业,证监会行业分类
2026-06-22,SH601963,sh.601963,重庆银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601965,sh.601965,中国汽研,M74专业技术服务业,证监会行业分类
2026-06-22,SH601966,sh.601966,玲珑轮胎,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH601968,sh.601968,宝钢包装,C33金属制品业,证监会行业分类
2026-06-22,SH601969,sh.601969,海南矿业,B08黑色金属矿采选业,证监会行业分类
2026-06-22,SH601975,sh.601975,招商南油,G55水上运输业,证监会行业分类
2026-06-22,SH601985,sh.601985,中国核电,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH601988,sh.601988,中国银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601989,sh.601989,中国重工,,证监会行业分类
2026-06-22,SH601990,sh.601990,南京证券,J67资本市场服务,证监会行业分类
2026-06-22,SH601991,sh.601991,大唐发电,D44电力、热力生产和供应业,证监会行业分类
2026-06-22,SH601992,sh.601992,金隅集团,C30非金属矿物制品业,证监会行业分类
2026-06-22,SH601995,sh.601995,中金公司,J67资本市场服务,证监会行业分类
2026-06-22,SH601996,sh.601996,丰林集团,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2026-06-22,SH601997,sh.601997,贵阳银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601998,sh.601998,中信银行,J66货币金融服务,证监会行业分类
2026-06-22,SH601999,sh.601999,出版传媒,R86新闻和出版业,证监会行业分类
2026-06-22,SH603000,sh.603000,人民网,I64互联网和相关服务,证监会行业分类
2026-06-22,SH603001,sh.603001,奥康国际,C19皮革、毛皮、羽毛及其制品和制鞋业,证监会行业分类
2026-06-22,SH603002,sh.603002,宏昌电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603003,sh.603003,退市龙宇,,证监会行业分类
2026-06-22,SH603004,sh.603004,鼎龙科技,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH603005,sh.603005,晶方科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603006,sh.603006,联明股份,C36汽车制造业,证监会行业分类
2026-06-22,SH603007,sh.603007,顺景科技,E48土木工程建筑业,证监会行业分类
2026-06-22,SH603008,sh.603008,ST喜临门,C21家具制造业,证监会行业分类
2026-06-22,SH603009,sh.603009,北特科技,C36汽车制造业,证监会行业分类
2026-06-22,SH603010,sh.603010,万盛股份,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH603011,sh.603011,合锻智能,C34通用设备制造业,证监会行业分类
2026-06-22,SH603012,sh.603012,创力集团,C35专用设备制造业,证监会行业分类
2026-06-22,SH603013,sh.603013,亚普股份,C36汽车制造业,证监会行业分类
2026-06-22,SH603014,sh.603014,威高血净,C35专用设备制造业,证监会行业分类
2026-06-22,SH603015,sh.603015,弘讯科技,C40仪器仪表制造业,证监会行业分类
2026-06-22,SH603016,sh.603016,新宏泰,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH603017,sh.603017,中衡设计,M74专业技术服务业,证监会行业分类
2026-06-22,SH603018,sh.603018,华设集团,M74专业技术服务业,证监会行业分类
2026-06-22,SH603019,sh.603019,中科曙光,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603020,sh.603020,爱普股份,C14食品制造业,证监会行业分类
2026-06-22,SH603021,sh.603021,*ST华鹏,C30非金属矿物制品业,证监会行业分类
2026-06-22,SH603022,sh.603022,新通联,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类
2026-06-22,SH603023,sh.603023,威帝股份,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603025,sh.603025,大豪科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603026,sh.603026,石大胜华,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH603027,sh.603027,千禾味业,C14食品制造业,证监会行业分类
2026-06-22,SH603028,sh.603028,赛福天,C33金属制品业,证监会行业分类
2026-06-22,SH603029,sh.603029,天鹅股份,C35专用设备制造业,证监会行业分类
2026-06-22,SH603030,sh.603030,全筑股份,E50建筑装饰、装修和其他建筑业,证监会行业分类
2026-06-22,SH603031,sh.603031,安孚科技,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH603032,sh.603032,德新科技,C35专用设备制造业,证监会行业分类
2026-06-22,SH603033,sh.603033,三维股份,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH603035,sh.603035,常熟汽饰,C36汽车制造业,证监会行业分类
2026-06-22,SH603036,sh.603036,如通股份,C35专用设备制造业,证监会行业分类
2026-06-22,SH603037,sh.603037,凯众股份,C36汽车制造业,证监会行业分类
2026-06-22,SH603038,sh.603038,华立股份,C41其他制造业,证监会行业分类
2026-06-22,SH603039,sh.603039,泛微网络,I65软件和信息技术服务业,证监会行业分类
2026-06-22,SH603040,sh.603040,新坐标,C36汽车制造业,证监会行业分类
2026-06-22,SH603041,sh.603041,美思德,C26化学原料和化学制品制造业,证监会行业分类
2026-06-22,SH603042,sh.603042,华脉科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603043,sh.603043,广州酒家,C14食品制造业,证监会行业分类
2026-06-22,SH603045,sh.603045,福达合金,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH603048,sh.603048,浙江黎明,C36汽车制造业,证监会行业分类
2026-06-22,SH603049,sh.603049,中策橡胶,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH603050,sh.603050,科林电气,C38电气机械和器材制造业,证监会行业分类
2026-06-22,SH603051,sh.603051,鹿山新材,C29橡胶和塑料制品业,证监会行业分类
2026-06-22,SH603052,sh.603052,可川科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2026-06-22,SH603053,sh.603053,成都燃气,D45燃气生产和供应业,证监会行业分类
2026-06-22,SH603055,sh.603055,台华新材,C17纺织业,证监会行业分类
2026-06-22,SH603056,sh.603056,德邦股份,,证监会行业分类
